Gene	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	contrast	abs_fc
SUCLG1	P53597	0.652677536888	28.3378604535595	6.73414169024382	6.63040052977189e-06	0.00014108464856086	3.81423221674254	RMND5A_control-RMND5A_knockout	0.652677536888
LIMA1	Q9UHB6	-1.02479275095644	30.0470267208833	-6.73267661210355	6.64701480673458e-06	0.000141096536525564	3.81166895129229	RMND5A_control-RMND5A_knockout	1.02479275095644
SLC3A2	P08195	0.680929159723899	32.3626595710429	6.72418726030451	6.74414745247977e-06	0.000142470114933635	3.79681031887293	RMND5A_control-RMND5A_knockout	0.680929159723899
GNE	Q9Y223	-0.597796287202449	27.0688894148652	-6.7175472120903	6.82115592326654e-06	0.000143008402749756	3.7851814870504	RMND5A_control-RMND5A_knockout	0.597796287202449
CNN3	Q15417	-1.09062719434862	29.6050549052374	-6.69205923819589	7.12540761410088e-06	0.000147336663794632	3.74048710402431	RMND5A_control-RMND5A_knockout	1.09062719434862
PROCR	Q9UNN8	1.73191759380738	26.3366842239312	6.6766643565714	7.31602785564506e-06	0.000150217880363105	3.71344774636869	RMND5A_control-RMND5A_knockout	1.73191759380738
SMPD4	Q9NXE4	0.586969753833856	26.1066899494032	6.6521789300416	7.63027783609518e-06	0.000154504335538259	3.67037409178659	RMND5A_control-RMND5A_knockout	0.586969753833856
HADH	Q16836	0.734100991408393	28.5072602615032	6.6488394730363	7.67421910745086e-06	0.000154704504171816	3.66449301982877	RMND5A_control-RMND5A_knockout	0.734100991408393
TRIO	O75962	-0.957044891774569	28.0770968730869	-6.64875217068808	7.67537139496038e-06	0.000154704504171816	3.66433925209376	RMND5A_control-RMND5A_knockout	0.957044891774569
CTSD	P07339	0.647241276018914	28.8477533889863	6.61646187384185	8.11423457151172e-06	0.0001622014049006	3.60739300668898	RMND5A_control-RMND5A_knockout	0.647241276018914
ANXA8L1	Q5VT79	-0.7510081838915	26.8159650569848	-6.61596818934047	8.12114453302959e-06	0.0001622014049006	3.60652123552024	RMND5A_control-RMND5A_knockout	0.7510081838915
MTX1	Q13505	0.646846919496994	26.9540873130385	6.60412303120502	8.28879681115025e-06	0.000165174481579112	3.58559435933699	RMND5A_control-RMND5A_knockout	0.646846919496994
FHL2	Q14192	0.857887593197702	28.748836174752	6.60208607025454	8.31799016863516e-06	0.00016538121629404	3.58199369218055	RMND5A_control-RMND5A_knockout	0.857887593197702
CTNNB1	P35222	-0.730826493657851	28.8161375461032	-6.59577515651729	8.4091217842878e-06	0.000166815716118106	3.57083444745105	RMND5A_control-RMND5A_knockout	0.730826493657851
SCAMP3	O14828	0.659097372211111	26.9610826335736	6.57746698235269	8.67945494490382e-06	0.000170637695874306	3.5384298302343	RMND5A_control-RMND5A_knockout	0.659097372211111
SNAPC1	Q16533	-5.80195574542656	22.6581379206992	-6.57413758518912	8.72958482547092e-06	0.000171240159478211	3.53253195458706	RMND5A_control-RMND5A_knockout	5.80195574542656
DEGS1	O15121	0.756643866646804	26.9942868764086	6.55439834119883	9.03307950821312e-06	0.000176014861902831	3.49753319936631	RMND5A_control-RMND5A_knockout	0.756643866646804
MAP4	P27816	-0.645882805557829	30.769260926849	-6.53593992667871	9.32687211546404e-06	0.000180937201215669	3.46475653349893	RMND5A_control-RMND5A_knockout	0.645882805557829
RPUSD2	Q8IZ73	-0.607143931513978	26.8336938343713	-6.53346435744337	9.367027727798e-06	0.000181103881143057	3.46035706450926	RMND5A_control-RMND5A_knockout	0.607143931513978
DNAJC10	Q8IXB1	0.637645729220178	25.8195381713449	6.51958909105262	9.59546591172784e-06	0.000183315118331009	3.43568284748225	RMND5A_control-RMND5A_knockout	0.637645729220178
BAX	Q07812	-0.787265119672551	28.0203118243632	-6.48598440496972	1.01731913988008e-05	0.000193092885556504	3.37581348985693	RMND5A_control-RMND5A_knockout	0.787265119672551
SERPINH1	P50454	-0.593140693799796	31.8181033785532	-6.41021090959115	1.16133628279747e-05	0.000213958558767803	3.24024341764823	RMND5A_control-RMND5A_knockout	0.593140693799796
COTL1	Q14019	-0.75180340270872	31.0445011138581	-6.38663884740589	1.21036311401043e-05	0.00022205993832826	3.19790758678382	RMND5A_control-RMND5A_knockout	0.75180340270872
NEXN	Q0ZGT2	-1.1122740872811	27.4520545821013	-6.37520084545913	1.23492722317423e-05	0.000225624541315075	3.1773370861107	RMND5A_control-RMND5A_knockout	1.1122740872811
TRIP10	Q15642	-0.610243627246138	27.3901014416433	-6.37107751091373	1.24390966862479e-05	0.000226324599748957	3.16991710919043	RMND5A_control-RMND5A_knockout	0.610243627246138
TYMS	P04818	-0.717017569504463	27.9953628720977	-6.36481555209023	1.25768172831839e-05	0.000227992911216573	3.15864417173752	RMND5A_control-RMND5A_knockout	0.717017569504463
ALG2	Q9H553	-0.752805066066699	25.6591660127866	-6.36455072819323	1.25826765976375e-05	0.000227992911216573	3.1581673097788	RMND5A_control-RMND5A_knockout	0.752805066066699
POLR1G	O15446	-0.677717566150307	27.7997215275577	-6.32962193381499	1.33810380564431e-05	0.000237859551519664	3.09518711626918	RMND5A_control-RMND5A_knockout	0.677717566150307
HACL1	Q9UJ83	-1.01982486514828	25.531784301337	-6.31131862616401	1.38203494936989e-05	0.00024339324919965	3.06211724580213	RMND5A_control-RMND5A_knockout	1.01982486514828
CTNND1	O60716	-0.589609959465552	28.4514723216189	-6.3049521551881	1.39766643024684e-05	0.000245653851780185	3.05060368374247	RMND5A_control-RMND5A_knockout	0.589609959465552
ENO3	P13929	6.19059873659132	24.9932619124425	6.2941877890511	1.4245173142534e-05	0.000249873416320537	3.0311239794118	RMND5A_control-RMND5A_knockout	6.19059873659132
BID	P55957	-0.690363193281687	27.3152187518406	-6.26595136042402	1.49754139303034e-05	0.000257541952288662	2.97995029385943	RMND5A_control-RMND5A_knockout	0.690363193281687
ARHGEF10	O15013	-0.597855148613238	26.2692001032373	-6.24630993428084	1.55063419019954e-05	0.000264901947751869	2.94428898682825	RMND5A_control-RMND5A_knockout	0.597855148613238
TM9SF2	Q99805	0.998063953630449	28.4552839005563	6.24119592841018	1.56477771973288e-05	0.000265468467201015	2.93499522370087	RMND5A_control-RMND5A_knockout	0.998063953630449
SUCLA2	Q9P2R7	0.651395567418799	27.6704623889336	6.21629698916032	1.63558850293448e-05	0.000273261440376202	2.88969475971512	RMND5A_control-RMND5A_knockout	0.651395567418799
IRGQ	Q8WZA9	-1.33766142400513	26.4222817354346	-6.20368551890086	1.67272275906126e-05	0.000277356369936422	2.8667173840838	RMND5A_control-RMND5A_knockout	1.33766142400513
TCF25	Q9BQ70	-0.628150341136216	26.6186348323141	-6.14350836343983	1.86242134105489e-05	0.000301866200267131	2.75677862960587	RMND5A_control-RMND5A_knockout	0.628150341136216
PON2	Q15165	0.58568450435947	28.7516118217288	6.14267664534635	1.8651951154421e-05	0.000301866200267131	2.75525568544241	RMND5A_control-RMND5A_knockout	0.58568450435947
POGLUT2	Q6UW63	0.63870922113102	25.8823631312014	6.13514458901747	1.8905115332486e-05	0.000304840648700709	2.74145957893255	RMND5A_control-RMND5A_knockout	0.63870922113102
COL5A1	P20908	-0.970851754921547	28.0820338073813	-6.11817325955802	1.94887717469396e-05	0.00031082999294393	2.71034568973777	RMND5A_control-RMND5A_knockout	0.970851754921547
EHD4	Q9H223	-0.6589546164038	28.5629331366035	-6.11451196202435	1.96171326454823e-05	0.000311745681172691	2.70362821664435	RMND5A_control-RMND5A_knockout	0.6589546164038
PTBP3	O95758	-0.648778081255728	30.1329386307728	-6.11236827140234	1.96926969097029e-05	0.000312276564187344	2.69969428813636	RMND5A_control-RMND5A_knockout	0.648778081255728
AKAP2	Q9Y2D5	-0.656990206656452	27.801360794718	-6.11076353625466	1.97494618179383e-05	0.000312276564187344	2.69674899831818	RMND5A_control-RMND5A_knockout	0.656990206656452
STOM	P27105	0.737648312469027	29.2774627885257	6.09853691231295	2.01876007785183e-05	0.000316236427168662	2.67429707125445	RMND5A_control-RMND5A_knockout	0.737648312469027
DIAPH3	Q9NSV4	0.617800365238672	26.6238355118069	6.06660197881858	2.1380456147883e-05	0.000329056827719083	2.61555874807672	RMND5A_control-RMND5A_knockout	0.617800365238672
PTPRF	P10586	-0.941682658754864	26.5811348639559	-5.98299642042831	2.48643952107442e-05	0.000375443823216529	2.46112859510234	RMND5A_control-RMND5A_knockout	0.941682658754864
SDF4	Q9BRK5	6.32437096588957	24.1524455693826	5.96097448727165	2.58771340779543e-05	0.000389397695679902	2.42029459143692	RMND5A_control-RMND5A_knockout	6.32437096588957
CORO2A	Q92828	-0.643354331224899	25.6215035099722	-5.94945722272258	2.64238096708269e-05	0.000396944340832866	2.39891287277243	RMND5A_control-RMND5A_knockout	0.643354331224899
ZMPSTE24	O75844	0.679693497149078	28.2623414187311	5.92875450832355	2.74369342229822e-05	0.000408670810087403	2.36043376282987	RMND5A_control-RMND5A_knockout	0.679693497149078
CARS2	Q9HA77	6.55191918846463	24.3005903255619	5.91979563217247	2.78878161867214e-05	0.000413285208514178	2.34376457458597	RMND5A_control-RMND5A_knockout	6.55191918846463
CD2AP	Q9Y5K6	-0.655077292577751	27.3159662580825	-5.91427401312629	2.81695450870264e-05	0.000416159430407636	2.33348552386659	RMND5A_control-RMND5A_knockout	0.655077292577751
IDH1	O75874	0.696110017619951	29.4178628588554	5.91413892174712	2.81764748626017e-05	0.000416159430407636	2.3332339866372	RMND5A_control-RMND5A_knockout	0.696110017619951
GLA	P06280	6.18599974440019	25.2655139929505	5.90907421197736	2.84375639697396e-05	0.000419310926453141	2.32380184948783	RMND5A_control-RMND5A_knockout	6.18599974440019
LASP1	Q14847	-0.776918995462712	31.3002234321141	-5.90610850293373	2.85916164583938e-05	0.000420172450562483	2.31827714611224	RMND5A_control-RMND5A_knockout	0.776918995462712
VASP	P50552	-0.812757092279281	29.3716893961735	-5.89631550253832	2.9106510676061e-05	0.000425604019669258	2.30002582126214	RMND5A_control-RMND5A_knockout	0.812757092279281
ALCAM	Q13740	-0.989047586984988	27.8950896277207	-5.86605389032808	3.07594833336827e-05	0.000439535511441307	2.24354626615266	RMND5A_control-RMND5A_knockout	0.989047586984988
DPF2	Q92785	-0.762337827323211	26.2408229122664	-5.86092578859605	3.10491382728763e-05	0.000440807475189074	2.23396324581349	RMND5A_control-RMND5A_knockout	0.762337827323211
CAVIN1	Q6NZI2	-0.779206697382193	30.3847095321199	-5.80308242023948	3.45200584183733e-05	0.000481527418064547	2.12562884274559	RMND5A_control-RMND5A_knockout	0.779206697382193
EIF4E2	O60573	0.598309795561871	26.8525008164806	5.79123082495433	3.52797450841977e-05	0.000491344532171046	2.10337761937223	RMND5A_control-RMND5A_knockout	0.598309795561871
TCAF1	Q9Y4C2	-0.681770631661092	25.7191399923101	-5.74511395692684	3.84053140168476e-05	0.000525127974149801	2.01661845835978	RMND5A_control-RMND5A_knockout	0.681770631661092
RFTN1	Q14699	-1.07764489035944	26.1037759779942	-5.73399780040347	3.92009259890606e-05	0.000534105019522271	1.9956641741375	RMND5A_control-RMND5A_knockout	1.07764489035944
AHNAK	Q09666	-0.676156531816879	33.3371181298982	-5.71559780054073	4.05557359532871e-05	0.00054747128657064	1.96094427169712	RMND5A_control-RMND5A_knockout	0.676156531816879
RAB3GAP2	Q9H2M9	0.704540673775551	26.5583100594419	5.71109626460318	4.08945413175879e-05	0.000550354102754919	1.95244339322465	RMND5A_control-RMND5A_knockout	0.704540673775551
TFB2M	Q9H5Q4	0.898344201095568	26.1973557055359	5.70479874126446	4.13734655545024e-05	0.000555038534172385	1.94054648842147	RMND5A_control-RMND5A_knockout	0.898344201095568
SPTBN2	O15020	-0.706770992154151	26.3664377579577	-5.69503624173779	4.21274566081616e-05	0.000559278703550104	1.92209359586352	RMND5A_control-RMND5A_knockout	0.706770992154151
CDKN2AIP	Q9NXV6	1.19824113499186	26.1180733130011	5.69340282992937	4.22549987779623e-05	0.000559278703550104	1.91900494638536	RMND5A_control-RMND5A_knockout	1.19824113499186
BICD2	Q8TD16	-0.848869440913269	25.9423453742996	-5.69255464965511	4.23213857374623e-05	0.000559278703550104	1.91740096996491	RMND5A_control-RMND5A_knockout	0.848869440913269
PLOD2	O00469	0.609623472124458	28.8862184816295	5.68556566680111	4.28725566353565e-05	0.000565711753320589	1.90418070467917	RMND5A_control-RMND5A_knockout	0.609623472124458
STK10	O94804	-1.24379631606874	24.9891154039356	-5.67441457189125	4.37674620307569e-05	0.000573216775449019	1.88307437661902	RMND5A_control-RMND5A_knockout	1.24379631606874
TOR1B	O14657	-0.589363645606564	25.6524894193284	-5.67206628812645	4.39583801733959e-05	0.000573829704211911	1.87862759734576	RMND5A_control-RMND5A_knockout	0.589363645606564
SORBS2	O94875	6.68742593237668	23.7159734372609	5.67143131700323	4.40101525533486e-05	0.000573829704211911	1.87742507519753	RMND5A_control-RMND5A_knockout	6.68742593237668
EHD2	Q9NZN4	-0.646826373278238	28.8867955640524	-5.65406076597155	4.54513147109316e-05	0.00058652886002888	1.84450820516029	RMND5A_control-RMND5A_knockout	0.646826373278238
MRC2	Q9UBG0	0.878694904087101	25.8366179949005	5.64281602546058	4.64103158657556e-05	0.000597039032790733	1.82317894530531	RMND5A_control-RMND5A_knockout	0.878694904087101
CLIC3	O95833	-1.9314805998629	26.7170501293624	-5.62567488945405	4.79128290417309e-05	0.000612893655922461	1.79063408320741	RMND5A_control-RMND5A_knockout	1.9314805998629
NAXE	Q8NCW5	0.722980279876751	26.9802176573872	5.58708349324399	5.14834441007328e-05	0.000645415844161541	1.71722555386301	RMND5A_control-RMND5A_knockout	0.722980279876751
SERPINB1	P30740	0.795055489288842	26.7478746089666	5.58019215114297	5.21495978922755e-05	0.00065218941090573	1.70409691433881	RMND5A_control-RMND5A_knockout	0.795055489288842
LMAN2L	Q9H0V9	0.957068698086498	26.7358736357574	5.55319854735682	5.48463489756008e-05	0.000676922554729105	1.65261372889168	RMND5A_control-RMND5A_knockout	0.957068698086498
PPP1R2	P41236	0.795921275052695	27.5278544284304	5.54656522212417	5.55309395976409e-05	0.000682525730327368	1.63994833019584	RMND5A_control-RMND5A_knockout	0.795921275052695
AKAP12	Q02952	-0.865503538262502	29.1876432588712	-5.54339945726548	5.58607825930345e-05	0.000685620890261993	1.63390179578742	RMND5A_control-RMND5A_knockout	0.865503538262502
VAC14	Q08AM6	-0.63338041819723	25.413414631835	-5.53729439842556	5.65026276014492e-05	0.000689691282479108	1.6222377215339	RMND5A_control-RMND5A_knockout	0.63338041819723
CMBL	Q96DG6	0.75700073432203	28.2673370536724	5.49112426825125	6.16113974368042e-05	0.000735653479177493	1.53387579263522	RMND5A_control-RMND5A_knockout	0.75700073432203
ATG9A	Q7Z3C6	0.684259401024402	25.7891093708346	5.48114742965473	6.27769863869439e-05	0.000744554456916276	1.5147468608956	RMND5A_control-RMND5A_knockout	0.684259401024402
CORO1C	Q9ULV4	-0.6025235354576	30.0686867650094	-5.46857109330362	6.42789466953757e-05	0.00075819296809024	1.49061623104359	RMND5A_control-RMND5A_knockout	0.6025235354576
ARFGAP1	Q8N6T3	-1.19946354281386	27.7802189476407	-5.46802052891686	6.43455447248517e-05	0.00075819296809024	1.4895593975959	RMND5A_control-RMND5A_knockout	1.19946354281386
NTPCR	Q9BSD7	0.72303156135251	26.7706876347885	5.41018950659711	7.17553657906968e-05	0.000826456296944487	1.37834226121745	RMND5A_control-RMND5A_knockout	0.72303156135251
OCIAD2	Q56VL3	-0.904140677513038	27.4534428300345	-5.37612931599403	7.65283589760962e-05	0.000870182953345335	1.31264855623007	RMND5A_control-RMND5A_knockout	0.904140677513038
ERAL1	O75616	0.757480005903673	26.7776540879355	5.33359221683451	8.29551209776989e-05	0.000923966543918908	1.23040828109911	RMND5A_control-RMND5A_knockout	0.757480005903673
SLC25A12	O75746	1.3685353686707	25.9900773726529	5.32349233813712	8.45616391592287e-05	0.000935929074220784	1.21084956357127	RMND5A_control-RMND5A_knockout	1.3685353686707
CD81	P60033	-0.755467155376568	27.9418920100579	-5.31076957721553	8.66313399061653e-05	0.000954030344731054	1.18619427557095	RMND5A_control-RMND5A_knockout	0.755467155376568
TGFB1I1	O43294	-0.763991349810876	28.3051362572523	-5.30870607745455	8.69719370450336e-05	0.000956582456510332	1.18219363241021	RMND5A_control-RMND5A_knockout	0.763991349810876
TPD52L1	Q16890	-1.26775581728394	26.9980132297622	-5.27704367016405	9.2375522269836e-05	0.00100594310992233	1.12074453518628	RMND5A_control-RMND5A_knockout	1.26775581728394
NIBAN1	Q9BZQ8	-3.8345518329962	23.7782207388152	-5.23855099798138	9.94161383088883e-05	0.00106675094439379	1.04588116306146	RMND5A_control-RMND5A_knockout	3.8345518329962
CCDC9B	Q6ZUT6	-0.904341813935446	25.0806860386662	-5.22014074283967	0.000102977650432655	0.0010956024116249	1.01001469061566	RMND5A_control-RMND5A_knockout	0.904341813935446
GCLC	P48506	1.11780494183792	27.139715796234	5.21510115457218	0.000103975404913596	0.00110354572268199	1.00018985249202	RMND5A_control-RMND5A_knockout	1.11780494183792
LAMB1	P07942	-0.927227001556062	27.4630383222956	-5.18992787727715	0.000109111173690963	0.00114947486446289	0.951070110239881	RMND5A_control-RMND5A_knockout	0.927227001556062
ASMTL	O95671	-4.76787533170392	22.4163554390157	-5.15291612626538	0.000117143385535192	0.00122118158016995	0.878719365422464	RMND5A_control-RMND5A_knockout	4.76787533170392
LOXL2	Q9Y4K0	-4.43441587542784	22.4646275189953	-5.15171348310597	0.000117414410321195	0.00122255667997945	0.876365837198648	RMND5A_control-RMND5A_knockout	4.43441587542784
LGALS1	P09382	-0.702127335812129	33.3223053668408	-5.13045433058465	0.000122313822841473	0.00126161252949632	0.834735691625371	RMND5A_control-RMND5A_knockout	0.702127335812129
CACNA2D1	P54289	0.798251601195382	25.9381576838491	5.12432343418012	0.000123765663310173	0.00127209427609442	0.822720654499806	RMND5A_control-RMND5A_knockout	0.798251601195382
SMARCB1	Q12824	-0.749761610357268	28.1270780278362	-5.11099548166719	0.000126983591984603	0.00129759512367522	0.796586762769265	RMND5A_control-RMND5A_knockout	0.749761610357268
CAV1	Q03135	-1.01134651116844	30.4956594753683	-5.07974394984514	0.000134872580972528	0.00136080395130491	0.735230844013148	RMND5A_control-RMND5A_knockout	1.01134651116844
TNFAIP2	Q03169	5.50696435129878	24.9366168877251	5.07005740617653	0.000137419276567047	0.00137858516263836	0.7161915992319	RMND5A_control-RMND5A_knockout	5.50696435129878
RIF1	Q5UIP0	0.635367746099242	26.6982215690478	5.05580159283957	0.000141257960335657	0.00140745459799292	0.688152743083693	RMND5A_control-RMND5A_knockout	0.635367746099242
S100A10	P60903	1.06064081219805	31.6539919577594	5.01555343987309	0.00015270468661527	0.00149273502333147	0.608873088628975	RMND5A_control-RMND5A_knockout	1.06064081219805
SGPL1	O95470	-0.718008680446189	26.2315346618419	-5.00268122064797	0.000156564375965099	0.00152031794031082	0.5834813162418	RMND5A_control-RMND5A_knockout	0.718008680446189
ITGB3	P05106	-4.83738564241399	21.8436029048996	-4.97321362910432	0.000165783868149297	0.00158557311836265	0.525287821578246	RMND5A_control-RMND5A_knockout	4.83738564241399
HIBADH	P31937	0.727001934261668	26.9767174405864	4.95167536015397	0.00017287553288863	0.00164418850976762	0.482696184736124	RMND5A_control-RMND5A_knockout	0.727001934261668
NFU1	Q9UMS0	0.790390570044345	26.8811046797487	4.9483519344302	0.000173997352463952	0.00165283871645889	0.476119891069085	RMND5A_control-RMND5A_knockout	0.790390570044345
MGST1	P10620	0.632306137197869	31.0770094614764	4.92561081416533	0.000181877807164356	0.00171680147084893	0.43109011385135	RMND5A_control-RMND5A_knockout	0.632306137197869
OCIAD1	Q9NX40	0.606103015006234	27.5799003096406	4.92348305672417	0.000182633722365321	0.0017220870731185	0.426874238126951	RMND5A_control-RMND5A_knockout	0.606103015006234
STK39	Q9UEW8	0.737333174341057	26.6526959631094	4.91807757965087	0.000184568694558785	0.00173660566143748	0.416161922522805	RMND5A_control-RMND5A_knockout	0.737333174341057
MARCKS	P29966	-0.856438648436413	31.4439587550227	-4.90812466503541	0.000188186966639361	0.00176875621692696	0.396429992830955	RMND5A_control-RMND5A_knockout	0.856438648436413
ITPRIP	Q8IWB1	0.824935893447343	26.1424870116246	4.89918686879377	0.000191498509789311	0.00179412463116041	0.378702073836944	RMND5A_control-RMND5A_knockout	0.824935893447343
ABCB6	Q9NP58	4.21614602477409	24.9018312029446	4.88595224551279	0.000196512772838757	0.00183168623940097	0.352436826679209	RMND5A_control-RMND5A_knockout	4.21614602477409
PLCG1	P19174	-1.04762281261013	26.1672588925979	-4.87963316841611	0.000198954444977935	0.00185017107139269	0.339889931805508	RMND5A_control-RMND5A_knockout	1.04762281261013
PPOX	P50336	1.1158507283279	25.1122858463391	4.85051047065419	0.000210617975546959	0.00193205717025749	0.282014280153111	RMND5A_control-RMND5A_knockout	1.1158507283279
GHITM	Q9H3K2	0.714507814158988	28.1320798422746	4.842743489684	0.000213846040108481	0.00195554526584114	0.266564933697188	RMND5A_control-RMND5A_knockout	0.714507814158988
EPHB2	P29323	-4.68996151602425	23.8460764838272	-4.82135601993697	0.000223000928269338	0.00202242740725588	0.223992893696557	RMND5A_control-RMND5A_knockout	4.68996151602425
SLC25A22	Q9H936	0.662355928908109	26.3226837260865	4.79704043781329	0.000233901005805866	0.00210409525498463	0.175539352218469	RMND5A_control-RMND5A_knockout	0.662355928908109
UTRN	P46939	-0.799780695711966	27.2850862375757	-4.76072391704237	0.000251212041448555	0.00223097513931153	0.103068314094566	RMND5A_control-RMND5A_knockout	0.799780695711966
NSUN4	Q96CB9	0.695966699020776	25.5119273127834	4.75924850052079	0.000251942579739408	0.00223192680519145	0.100121483274191	RMND5A_control-RMND5A_knockout	0.695966699020776
BCR	P11274	-0.612029809396425	24.8904569537911	-4.75427589600238	0.000254420852706503	0.00224917989129778	0.0901882941778469	RMND5A_control-RMND5A_knockout	0.612029809396425
GSTM1	P09488	0.836912329579086	29.012250875621	4.74907302705963	0.000257040743490296	0.0022656710669937	0.0797927142633368	RMND5A_control-RMND5A_knockout	0.836912329579086
COL3A1	P02461	-1.55268051453308	27.4724070169355	-4.71947880513987	0.0002724798336772	0.00236382307833686	0.0206154471680309	RMND5A_control-RMND5A_knockout	1.55268051453308
LAMP1	P11279	0.646891413360677	30.5409997967768	4.70581044863153	0.000279929366153002	0.00239721266447638	-0.00674255022309111	RMND5A_control-RMND5A_knockout	0.646891413360677
LAMC1	P11047	-1.24001587148399	27.3806414857413	-4.70543701525012	0.000280135808342987	0.00239721266447638	-0.00749023048026221	RMND5A_control-RMND5A_knockout	1.24001587148399
RIPOR1	Q6ZS17	-4.28695134379474	23.4463213455992	-4.6948882996848	0.000286032478723366	0.00243470694943136	-0.0286157065265256	RMND5A_control-RMND5A_knockout	4.28695134379474
BRCC3	P46736	1.12833903135589	25.8484649406986	4.67902221364154	0.000295142794306088	0.00249876192327736	-0.0604083588325013	RMND5A_control-RMND5A_knockout	1.12833903135589
PLCB4	Q15147	-0.851122972614675	24.8252444904719	-4.67352208713414	0.000298370127428455	0.0025188056482625	-0.071434666029087	RMND5A_control-RMND5A_knockout	0.851122972614675
YAP1	P46937	-0.663116693949366	28.1749108162782	-4.66988646588683	0.000300523302433748	0.00253454777522819	-0.0787245590357601	RMND5A_control-RMND5A_knockout	0.663116693949366
THBS1	P07996	-1.04212616422641	27.7935751646136	-4.66318137744449	0.000304536319750762	0.00256101930906191	-0.0921721019451525	RMND5A_control-RMND5A_knockout	1.04212616422641
SNCG	O76070	5.91487484706859	25.2219304803822	4.61008233855304	0.000338325282784161	0.00277609951924109	-0.198799709249345	RMND5A_control-RMND5A_knockout	5.91487484706859
ITPRID2	P28290	3.7205159485005	23.6505596992025	4.60676416764718	0.00034056047297678	0.00278923153450135	-0.205470628000712	RMND5A_control-RMND5A_knockout	3.7205159485005
RRAS	P10301	-0.593273568295373	27.8609217126726	-4.59937807400045	0.000345590486685611	0.00281991568894443	-0.220322987555169	RMND5A_control-RMND5A_knockout	0.593273568295373
SLC7A5	Q01650	0.66270245789924	31.5958622834499	4.59678582028386	0.000347373863921539	0.00282659399642823	-0.225536677077766	RMND5A_control-RMND5A_knockout	0.66270245789924
MAP7	Q14244	3.61117394642847	24.5091686158779	4.57181482741933	0.000365044352217363	0.00293831212997797	-0.275787264977586	RMND5A_control-RMND5A_knockout	3.61117394642847
SARS2	Q9NP81	0.667884609349141	25.6470996002923	4.57171652465867	0.000365115708458801	0.00293831212997797	-0.27598518294794	RMND5A_control-RMND5A_knockout	0.667884609349141
CYP51A1	Q16850	-0.63704326480039	27.4125168064979	-4.47173538031505	0.00044563836390425	0.00342331288635537	-0.477662327428034	RMND5A_control-RMND5A_knockout	0.63704326480039
EFEMP1	Q12805	-5.10936602976199	22.8770726056588	-4.46957058809965	0.000447570371553307	0.00343215394870023	-0.482037138008145	RMND5A_control-RMND5A_knockout	5.10936602976199
RASAL2	Q9UJF2	-0.702509231301143	24.7994754572311	-4.45653600667041	0.000459386042069822	0.00350441366120625	-0.508385556501541	RMND5A_control-RMND5A_knockout	0.702509231301143
ACTN1	P12814	-0.62930130831635	33.0703752930205	-4.43729161110791	0.000477417628600268	0.00362309682222725	-0.547308105959476	RMND5A_control-RMND5A_knockout	0.62930130831635
SMTN	P53814	-4.19948894768586	22.9771194966338	-4.41671800848949	0.000497497413475134	0.00374037421817674	-0.588946714337358	RMND5A_control-RMND5A_knockout	4.19948894768586
ID1	P41134	-4.69388350702925	21.7405716036393	-4.4166620485294	0.000497553193109765	0.00374037421817674	-0.589060009217475	RMND5A_control-RMND5A_knockout	4.69388350702925
GSN	P06396	0.686123142340204	28.6004430508734	4.38692779539159	0.000528115633432647	0.00393645478083639	-0.649287868996219	RMND5A_control-RMND5A_knockout	0.686123142340204
HMGCS1	Q01581	-0.949697641881666	28.5102327347548	-4.38629009262176	0.000528791732666445	0.003938154022604	-0.650580180521994	RMND5A_control-RMND5A_knockout	0.949697641881666
TCIRG1	Q13488	0.67707050053664	25.2434947740575	4.38324106704663	0.000532036597133254	0.003958964958177	-0.656759418069898	RMND5A_control-RMND5A_knockout	0.67707050053664
RAB32	Q13637	-0.608582581626507	29.8174156074565	-4.34188101907379	0.000578119687261052	0.00424437411165424	-0.740637459993191	RMND5A_control-RMND5A_knockout	0.608582581626507
CDCP1	Q9H5V8	-0.940682783515594	27.0547270657294	-4.33037350241928	0.00059165284770221	0.00431131444909371	-0.763992906838914	RMND5A_control-RMND5A_knockout	0.940682783515594
TBC1D23	Q9NUY8	-0.635338281063611	25.4238294097965	-4.32341454104453	0.000599993412116215	0.00435763810386554	-0.778120421514719	RMND5A_control-RMND5A_knockout	0.635338281063611
CDK7	P50613	-0.863577731553889	26.7224946966462	-4.29657107812686	0.000633307617042123	0.00456189126111982	-0.832641530881548	RMND5A_control-RMND5A_knockout	0.863577731553889
CD70	P32970	-4.57709867046723	23.1168237014884	-4.29196513712789	0.000639210964602345	0.00460064369936561	-0.842000560520666	RMND5A_control-RMND5A_knockout	4.57709867046723
GGCX	P38435	0.6262288993494	25.9117349812494	4.2829024888973	0.000650990955193731	0.00466251712652201	-0.860418735841626	RMND5A_control-RMND5A_knockout	0.6262288993494
MKI67	P46013	-0.674535726496142	28.0229991977009	-4.26000752386286	0.000681747801974996	0.00486538929743081	-0.906967919396583	RMND5A_control-RMND5A_knockout	0.674535726496142
CDV3	Q9UKY7	-0.775447278980817	28.8449833940125	-4.25442760517448	0.000689466030316051	0.0049060951209858	-0.918316904375694	RMND5A_control-RMND5A_knockout	0.775447278980817
GOLGA3	Q08378	-0.945334878360672	25.6178042657839	-4.24323973728764	0.000705210939870002	0.00496471572273926	-0.941076605861205	RMND5A_control-RMND5A_knockout	0.945334878360672
